year,marital_status,age,education_years,children,happiness,health,employment_status,party_id
2024,Married,60,16,2,Pretty happy,Excellent,Working full time,Strong democrat
2024,Divorced,69,17,1,Very happy,Good,Retired,Strong democrat
2024,Married,55,15,2,Pretty happy,Fair,Working part time,Not very strong republican
2024,Widowed,89,12,4,Not too happy,Poor,Retired,Not very strong republican
2024,Married,42,16,4,Pretty happy,Good,Working full time,Strong democrat
2024,Never married,50,12,0,Pretty happy,Fair,Other,"Independent (neither, no response)"
2024,Never married,32,16,0,Very happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Married,69,13,3,Pretty happy,Fair,Retired,"Independent (neither, no response)"
2024,Never married,28,12,0,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Married,58,16,0,Very happy,Good,Working full time,Strong democrat
2024,Divorced,76,14,0,Very happy,Good,Retired,"Independent (neither, no response)"
2024,Widowed,NA,14,2,Not too happy,Good,Working part time,"Independent, close to republican"
2024,Divorced,60,14,3,Not too happy,Good,Working full time,Strong democrat
2024,Never married,26,16,0,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Married,47,12,2,Pretty happy,Good,Working full time,"Independent, close to republican"
2024,Married,52,14,0,Pretty happy,Good,Working full time,Strong democrat
2024,Never married,46,12,6,Pretty happy,Fair,Working full time,Strong democrat
2024,Widowed,80,13,0,Pretty happy,Fair,Retired,"Independent (neither, no response)"
2024,Divorced,45,14,0,Pretty happy,Fair,Working part time,Not very strong republican
2024,Never married,35,13,0,Very happy,Excellent,Working full time,"Independent, close to republican"
2024,Never married,35,16,0,Pretty happy,Good,Working part time,"Independent (neither, no response)"
2024,Married,66,13,3,Very happy,Good,Working full time,Strong democrat
2024,Separated,46,16,6,Not too happy,Excellent,Working full time,Strong democrat
2024,Widowed,78,11,1,Very happy,Good,Retired,Strong democrat
2024,Married,74,12,5,Very happy,Good,Keeping house,Strong democrat
2024,Never married,51,12,3,Not too happy,Poor,"Unemployed, laid off, looking for work",Not very strong republican
2024,Divorced,59,12,0,Not too happy,Good,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Never married,36,13,4,Not too happy,Fair,Keeping house,"Independent, close to republican"
2024,Never married,52,17,0,Pretty happy,Fair,Working full time,Not very strong democrat
2024,Divorced,63,16,3,Very happy,Good,Retired,"Independent (neither, no response)"
2024,Divorced,78,14,0,Pretty happy,Good,Retired,"Independent, close to democrat"
2024,Married,42,13,0,Very happy,Excellent,"Unemployed, laid off, looking for work",Strong democrat
2024,Married,77,19,1,Pretty happy,Fair,Retired,Strong democrat
2024,Married,39,13,2,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Divorced,83,9,5,Pretty happy,Fair,Retired,Strong democrat
2024,Never married,60,16,0,Not too happy,Good,Retired,Not very strong democrat
2024,Never married,26,16,0,Pretty happy,Fair,Working full time,Strong democrat
2024,Never married,45,16,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,23,14,0,Not too happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Never married,56,12,0,Very happy,Good,Other,Strong democrat
2024,Divorced,54,20,0,Pretty happy,Poor,Working part time,Not very strong democrat
2024,Never married,85,8,8,Not too happy,Good,Retired,Not very strong democrat
2024,Divorced,NA,17,1,Very happy,Excellent,Retired,Not very strong democrat
2024,Never married,69,16,1,Very happy,Good,Retired,Strong democrat
2024,Never married,30,17,0,Very happy,Good,Working full time,"Independent, close to democrat"
2024,Married,37,19,1,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,37,16,2,Pretty happy,Good,Working full time,Strong democrat
2024,Never married,30,16,0,Pretty happy,Good,Working full time,Strong democrat
2024,Never married,26,16,0,Pretty happy,Fair,Working full time,"Independent, close to democrat"
2024,Never married,71,18,0,Very happy,Excellent,Retired,Strong democrat
2024,Never married,60,14,0,Pretty happy,Good,Working full time,Strong democrat
2024,Married,74,16,3,Very happy,Fair,Retired,"Independent (neither, no response)"
2024,Never married,61,12,NA,Not too happy,Fair,Keeping house,"Independent (neither, no response)"
2024,Married,43,17,3,Pretty happy,Good,Working part time,Strong republican
2024,Married,59,16,5,Pretty happy,Good,Working full time,Not very strong democrat
2024,Never married,53,16,0,Pretty happy,Good,Retired,"Independent (neither, no response)"
2024,Never married,49,12,5,Not too happy,Fair,Keeping house,"Independent (neither, no response)"
2024,Married,40,16,1,Pretty happy,Excellent,Working full time,Not very strong republican
2024,Married,39,17,3,Pretty happy,Good,Working full time,Not very strong republican
2024,Married,60,12,3,Pretty happy,Good,Retired,Other party
2024,Married,77,12,0,Not too happy,Fair,Retired,"Independent, close to democrat"
2024,Married,67,13,3,Not too happy,Good,Retired,"Independent, close to republican"
2024,Married,45,17,4,Very happy,Good,Working full time,Strong republican
2024,Married,47,12,2,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,43,9,2,Not too happy,Fair,Working full time,"Independent (neither, no response)"
2024,Married,46,17,2,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Widowed,53,14,3,Pretty happy,Good,Retired,Not very strong republican
2024,Widowed,65,16,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Divorced,58,13,2,Pretty happy,Good,Other,"Independent (neither, no response)"
2024,Married,47,16,4,Pretty happy,Fair,Working full time,"Independent, close to republican"
2024,Married,45,14,2,Pretty happy,Excellent,Working full time,"Independent, close to republican"
2024,Married,67,17,2,Pretty happy,Excellent,Retired,"Independent, close to republican"
2024,Married,37,13,2,Very happy,Excellent,Working full time,Not very strong republican
2024,Married,60,17,4,Pretty happy,Fair,Retired,"Independent (neither, no response)"
2024,Married,74,16,1,Pretty happy,Good,Retired,Strong democrat
2024,Married,70,12,3,Very happy,Fair,Retired,"Independent, close to democrat"
2024,Divorced,66,16,0,Pretty happy,Fair,Working full time,Strong democrat
2024,Widowed,65,14,0,Pretty happy,Good,Retired,Strong democrat
2024,Married,47,18,5,Pretty happy,Excellent,Working full time,Not very strong democrat
2024,Never married,32,14,0,Pretty happy,Excellent,Working full time,Strong democrat
2024,Married,49,13,3,Pretty happy,Good,Working full time,"Independent, close to republican"
2024,Divorced,58,18,0,Not too happy,Fair,Working full time,"Independent (neither, no response)"
2024,Widowed,66,16,6,Pretty happy,Good,Other,"Independent (neither, no response)"
2024,Divorced,52,19,2,Pretty happy,Good,Working full time,Not very strong democrat
2024,Never married,34,15,0,Pretty happy,Fair,Working full time,Strong democrat
2024,Married,46,20,2,Pretty happy,Good,Working full time,"Independent, close to republican"
2024,Married,59,17,2,Very happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Never married,66,12,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,35,16,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,23,16,0,Pretty happy,Good,Working full time,Strong democrat
2024,Never married,22,16,0,Pretty happy,Excellent,In school,"Independent, close to democrat"
2024,Never married,25,16,0,Pretty happy,Excellent,Working full time,"Independent, close to democrat"
2024,Never married,32,18,0,Pretty happy,Good,"Unemployed, laid off, looking for work",Not very strong democrat
2024,Divorced,55,20,1,Not too happy,Good,Working full time,"Independent, close to republican"
2024,Never married,45,17,0,Pretty happy,Good,Working full time,Strong democrat
2024,Married,59,18,3,Pretty happy,Good,Working full time,Strong republican
2024,Divorced,52,16,5,Pretty happy,Good,Retired,Strong republican
2024,Married,33,17,1,Pretty happy,Fair,Working full time,"Independent, close to democrat"
2024,Separated,20,10,0,Pretty happy,Excellent,Working full time,Strong republican
2024,Never married,28,17,0,Pretty happy,Fair,Working full time,"Independent, close to democrat"
2024,Married,43,0,4,Pretty happy,Fair,Keeping house,"Independent (neither, no response)"
2024,Never married,42,20,0,Not too happy,Fair,Working part time,"Independent (neither, no response)"
2024,Widowed,66,16,2,Pretty happy,Good,Retired,Not very strong democrat
2024,Married,52,16,2,Pretty happy,Excellent,Keeping house,"Independent, close to republican"
2024,Married,49,16,1,Not too happy,Fair,Working full time,"Independent (neither, no response)"
2024,Never married,40,18,0,Not too happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,53,19,0,Pretty happy,Good,Working full time,Strong democrat
2024,Married,31,16,0,Very happy,Good,Keeping house,Not very strong democrat
2024,Divorced,36,12,1,Pretty happy,Fair,Working full time,Strong republican
2024,Never married,20,12,0,Pretty happy,Good,Working full time,Strong republican
2024,Divorced,34,14,0,Pretty happy,Fair,Working full time,Strong democrat
2024,Divorced,58,16,5,Pretty happy,Good,Working full time,"Independent, close to republican"
2024,Widowed,NA,12,1,Not too happy,Poor,Working part time,Strong democrat
2024,Widowed,68,20,3,Pretty happy,Excellent,Working full time,Not very strong democrat
2024,Never married,36,15,2,Pretty happy,Good,Working full time,"Independent, close to republican"
2024,Never married,29,16,0,Pretty happy,Excellent,Working full time,Strong democrat
2024,Married,35,16,2,Pretty happy,Excellent,Working full time,Not very strong democrat
2024,Separated,61,12,1,Not too happy,Fair,Working full time,Strong republican
2024,Widowed,89,17,1,Pretty happy,Excellent,Retired,"Independent, close to democrat"
2024,Married,47,16,3,Very happy,Good,Working full time,"Independent, close to democrat"
2024,Divorced,23,12,0,Very happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Married,38,17,2,Pretty happy,Good,In school,"Independent, close to republican"
2024,Never married,41,16,0,Pretty happy,Fair,Working full time,Strong democrat
2024,Divorced,30,16,0,Not too happy,Excellent,Working full time,"Independent, close to democrat"
2024,Married,34,18,2,Pretty happy,Excellent,Working part time,Not very strong democrat
2024,Divorced,55,18,1,Very happy,Excellent,Working full time,Strong democrat
2024,Divorced,53,12,2,Not too happy,Fair,Retired,Strong democrat
2024,Never married,36,14,0,Very happy,Excellent,"With a job, but not at work because of temporary illness, vacation, strike","Independent (neither, no response)"
2024,Married,67,16,2,Pretty happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Never married,25,12,0,Not too happy,Fair,Working full time,"Independent, close to republican"
2024,Married,66,17,2,Very happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Married,45,18,0,Very happy,Good,Working full time,"Independent, close to democrat"
2024,Never married,19,12,0,Not too happy,Good,"Unemployed, laid off, looking for work",NA
2024,Divorced,55,14,2,Very happy,Good,Working full time,Other party
2024,Divorced,44,16,3,Pretty happy,Good,Working full time,Strong democrat
2024,Never married,32,11,2,Pretty happy,Fair,Keeping house,Not very strong republican
2024,Divorced,74,16,1,Not too happy,Good,Retired,Strong democrat
2024,Separated,30,10,5,Very happy,Poor,Keeping house,"Independent (neither, no response)"
2024,Divorced,43,13,1,Pretty happy,Fair,Working part time,Strong democrat
2024,Never married,66,13,0,Very happy,NA,Retired,Strong democrat
2024,Never married,27,13,0,Pretty happy,Excellent,Working full time,Strong democrat
2024,Married,68,13,3,Not too happy,Good,Keeping house,Strong democrat
2024,Never married,26,15,2,Not too happy,Poor,In school,Not very strong democrat
2024,Never married,NA,13,0,Pretty happy,NA,Retired,Not very strong republican
2024,Married,50,16,1,Pretty happy,Fair,Working full time,Strong democrat
2024,Never married,59,12,NA,NA,Good,Working part time,Strong democrat
2024,Divorced,NA,18,NA,Very happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Married,49,16,0,Very happy,Good,Working full time,Not very strong democrat
2024,Separated,67,16,1,Pretty happy,Poor,Retired,Strong democrat
2024,Never married,52,13,2,Very happy,Fair,"Unemployed, laid off, looking for work",Strong republican
2024,Never married,33,16,0,Not too happy,Good,Working full time,Not very strong democrat
2024,Never married,71,16,0,Pretty happy,Good,Retired,Strong democrat
2024,Never married,47,20,3,Pretty happy,Good,Working part time,"Independent, close to republican"
2024,Never married,41,16,1,Pretty happy,Good,Working full time,Not very strong democrat
2024,Married,33,16,1,Not too happy,Fair,Working full time,"Independent (neither, no response)"
2024,Never married,33,18,0,Pretty happy,Good,Working full time,Not very strong democrat
2024,Married,NA,18,3,Pretty happy,NA,Working full time,Not very strong democrat
2024,Married,NA,NA,1,NA,Good,Working full time,NA
2024,Never married,42,17,0,Pretty happy,Good,Working full time,Not very strong democrat
2024,Married,40,12,2,Very happy,Good,Working full time,"Independent (neither, no response)"
