year,marital_status,age,education_years,children,happiness,health,employment_status,party_id
2024,Never married,57,15,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,67,11,2,Pretty happy,Fair,Working part time,Strong democrat
2024,Divorced,50,12,1,Pretty happy,Good,Working full time,NA
2024,Married,33,15,0,Pretty happy,Fair,Working full time,"Independent, close to republican"
2024,Married,55,14,0,Very happy,Fair,Working full time,Strong democrat
2024,Married,73,19,2,Very happy,Good,Retired,"Independent (neither, no response)"
2024,Never married,20,14,0,Not too happy,Fair,Working part time,Strong republican
2024,Married,46,14,3,Pretty happy,Good,Working full time,Not very strong democrat
2024,Widowed,89,10,2,Pretty happy,Good,Retired,Not very strong democrat
2024,Widowed,53,12,4,Pretty happy,Good,Other,"Independent, close to republican"
2024,Never married,49,14,0,Not too happy,Poor,Working full time,"Independent (neither, no response)"
2024,Married,44,16,2,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Never married,37,12,3,Very happy,Good,Keeping house,"Independent (neither, no response)"
2024,Married,79,12,2,Very happy,Good,Retired,Strong republican
2024,Widowed,76,13,3,Pretty happy,Good,Retired,Strong republican
2024,Married,66,12,3,Pretty happy,Excellent,Retired,Not very strong republican
2024,Never married,31,14,0,Not too happy,Good,NA,"Independent (neither, no response)"
2024,Married,73,12,0,Pretty happy,Fair,Retired,Not very strong republican
2024,Married,68,14,2,Pretty happy,Good,Retired,Not very strong republican
2024,Married,88,12,1,Very happy,Good,Retired,"Independent (neither, no response)"
2024,Married,28,12,4,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Divorced,70,14,0,Pretty happy,Good,"Unemployed, laid off, looking for work","Independent, close to democrat"
2024,Never married,25,16,1,Pretty happy,Good,Working full time,"Independent, close to republican"
2024,Divorced,37,17,0,Pretty happy,Good,Working full time,Not very strong republican
2024,Separated,42,16,3,Pretty happy,Good,Working part time,"Independent (neither, no response)"
2024,Married,41,14,2,Very happy,Fair,Other,"Independent (neither, no response)"
2024,Never married,67,15,0,Pretty happy,Excellent,Working full time,"Independent, close to democrat"
2024,Never married,24,NA,NA,Not too happy,Poor,Working part time,"Independent (neither, no response)"
2024,Divorced,30,12,3,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Separated,39,12,1,Not too happy,Poor,Working part time,"Independent (neither, no response)"
2024,Married,24,12,2,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Married,58,13,2,Pretty happy,Fair,Working part time,Strong republican
2024,Married,42,16,2,Pretty happy,Good,Working full time,Not very strong republican
2024,Widowed,74,12,2,Not too happy,Good,Retired,Not very strong democrat
2024,Married,40,14,6,Pretty happy,Good,Working full time,Strong republican
2024,Married,55,12,3,Not too happy,Good,Working full time,Not very strong republican
2024,Never married,25,14,0,Not too happy,Good,Working full time,"Independent, close to republican"
2024,Never married,72,16,1,Not too happy,Good,Retired,Strong democrat
2024,Married,77,12,2,Pretty happy,Fair,Retired,"Independent, close to republican"
2024,Never married,19,14,NA,Not too happy,Fair,Working full time,"Independent, close to republican"
2024,Married,29,18,1,Pretty happy,Good,Working part time,"Independent, close to republican"
2024,Married,45,16,3,Very happy,Good,Working full time,Not very strong democrat
2024,Married,50,12,3,Pretty happy,Good,Keeping house,Not very strong democrat
2024,Divorced,58,8,4,Not too happy,Poor,Working full time,Not very strong democrat
2024,Never married,26,12,1,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Separated,49,11,6,Not too happy,Poor,Keeping house,"Independent (neither, no response)"
2024,Never married,38,15,4,Not too happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,24,11,1,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Widowed,66,13,3,Not too happy,Excellent,Keeping house,"Independent, close to republican"
2024,Married,62,10,2,Pretty happy,Good,Retired,Not very strong republican
2024,Married,22,14,0,Pretty happy,Good,Working part time,Not very strong democrat
2024,Married,49,10,6,Not too happy,Poor,Keeping house,"Independent, close to democrat"
2024,Married,77,18,2,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Married,39,18,3,Very happy,Excellent,Working full time,"Independent, close to democrat"
2024,Married,53,10,3,Pretty happy,Good,Working full time,Not very strong republican
2024,Married,50,12,3,Not too happy,Good,Working full time,"Independent (neither, no response)"
2024,Widowed,71,14,3,Pretty happy,Good,Retired,Strong democrat
2024,Married,44,15,1,Not too happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Married,NA,16,2,Very happy,Good,Retired,Not very strong republican
2024,Married,57,16,2,Not too happy,Good,Working full time,Not very strong republican
2024,Married,NA,16,1,Very happy,Excellent,Working full time,"Independent, close to republican"
2024,Divorced,48,16,4,Pretty happy,Excellent,Working full time,Not very strong republican
2024,Separated,79,0,NA,Very happy,Excellent,Keeping house,"Independent (neither, no response)"
2024,Married,NA,17,3,Very happy,Excellent,Retired,Not very strong republican
2024,Married,61,16,3,Pretty happy,Good,Working part time,Strong republican
2024,Married,57,14,5,Pretty happy,Good,Working full time,Strong republican
2024,Widowed,85,16,2,Very happy,Good,Retired,Strong republican
2024,Widowed,68,17,2,Pretty happy,Good,Retired,NA
2024,Married,51,13,1,Not too happy,Good,Keeping house,Not very strong democrat
2024,Widowed,87,14,3,Very happy,Good,Working part time,Strong republican
2024,Never married,28,15,1,Pretty happy,Fair,Working full time,Not very strong republican
2024,Married,32,18,2,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,73,17,1,Pretty happy,Good,Retired,Strong democrat
2024,Divorced,68,20,0,Not too happy,Fair,Working full time,Strong democrat
2024,Widowed,62,16,0,Very happy,Excellent,Retired,Strong republican
2024,Divorced,72,17,3,Pretty happy,Good,Retired,"Independent, close to republican"
2024,Widowed,68,16,0,Very happy,Good,Working part time,Strong republican
2024,Never married,54,16,0,Pretty happy,Good,Working full time,Strong republican
2024,Widowed,87,19,3,Not too happy,Poor,Retired,Not very strong republican
2024,Widowed,77,12,2,Pretty happy,Good,Retired,Strong republican
2024,Divorced,27,13,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,23,15,1,Very happy,Excellent,Keeping house,NA
2024,Married,25,14,0,Very happy,Good,Working full time,Not very strong republican
2024,Separated,45,17,2,Pretty happy,Good,Working part time,"Independent (neither, no response)"
2024,Never married,19,12,0,Pretty happy,Good,Working full time,Not very strong democrat
2024,Divorced,53,16,2,Pretty happy,Fair,Working full time,"Independent, close to democrat"
2024,Married,67,14,4,Very happy,Good,Retired,"Independent (neither, no response)"
2024,Never married,20,12,0,Not too happy,Fair,"Unemployed, laid off, looking for work",Strong republican
2024,Married,44,13,3,Not too happy,Good,Keeping house,"Independent, close to republican"
2024,Married,83,13,2,Very happy,Good,Retired,Not very strong republican
2024,Widowed,76,17,1,Pretty happy,Good,Working part time,Strong democrat
2024,Widowed,80,12,3,Pretty happy,Good,Retired,Strong republican
2024,Married,75,18,3,Very happy,Excellent,Retired,Strong republican
2024,Never married,32,6,4,Pretty happy,Fair,Working full time,"Independent, close to democrat"
2024,Never married,26,15,0,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Divorced,68,13,3,Pretty happy,Fair,Retired,Not very strong democrat
2024,Married,38,12,2,Very happy,Poor,Keeping house,"Independent (neither, no response)"
2024,Married,60,14,5,Very happy,Good,Keeping house,Strong republican
2024,Never married,40,14,4,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Divorced,71,12,3,Pretty happy,Good,Working part time,Not very strong democrat
2024,Divorced,61,12,1,Very happy,Good,Retired,"Independent (neither, no response)"
2024,Never married,25,17,0,Pretty happy,Good,Working full time,Not very strong democrat
2024,Never married,37,16,0,Not too happy,Good,Working full time,"Independent, close to democrat"
2024,Married,34,16,1,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Married,45,17,3,Pretty happy,Good,Working full time,Not very strong democrat
2024,Divorced,61,11,2,Pretty happy,Fair,Other,Other party
2024,Never married,70,13,0,Pretty happy,Good,Working part time,Strong democrat
2024,Never married,23,12,0,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,64,18,2,Pretty happy,Fair,Working full time,Strong democrat
2024,Married,64,12,2,Pretty happy,Good,Other,Not very strong democrat
2024,Married,59,16,2,Pretty happy,Good,Working full time,Not very strong democrat
2024,Never married,46,12,0,Not too happy,Good,Working full time,"Independent, close to republican"
2024,Married,25,13,2,Not too happy,Good,"With a job, but not at work because of temporary illness, vacation, strike","Independent (neither, no response)"
2024,Married,38,11,4,Pretty happy,Good,Keeping house,"Independent (neither, no response)"
2024,Married,43,10,5,Pretty happy,Good,Working full time,Not very strong republican
2024,Never married,53,16,0,Pretty happy,Fair,Working full time,"Independent, close to republican"
2024,Never married,27,18,0,Pretty happy,Excellent,Working full time,"Independent, close to democrat"
2024,Never married,24,16,0,Pretty happy,Good,Working full time,Strong democrat
2024,Never married,64,14,3,Pretty happy,Good,Working part time,Not very strong democrat
2024,Never married,28,18,0,Very happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Never married,23,18,0,Pretty happy,Excellent,In school,"Independent (neither, no response)"
2024,Never married,22,16,0,Pretty happy,Good,Working part time,Strong democrat
2024,Never married,21,16,0,Not too happy,Good,In school,"Independent, close to democrat"
2024,Divorced,37,17,0,Pretty happy,Good,"With a job, but not at work because of temporary illness, vacation, strike",Not very strong republican
2024,Divorced,47,15,4,Not too happy,Poor,"With a job, but not at work because of temporary illness, vacation, strike","Independent (neither, no response)"
2024,Never married,NA,16,0,Not too happy,Good,In school,Not very strong democrat
2024,Never married,26,16,0,Pretty happy,Fair,Working full time,Not very strong democrat
2024,Never married,36,20,0,Pretty happy,Excellent,Working full time,Strong democrat
2024,Never married,24,16,0,Pretty happy,Good,In school,"Independent (neither, no response)"
2024,Never married,34,7,0,Pretty happy,Excellent,Working full time,"Independent, close to democrat"
2024,Never married,28,15,0,Not too happy,Fair,Working part time,"Independent (neither, no response)"
2024,Married,80,12,2,Pretty happy,Excellent,Retired,Strong republican
2024,Divorced,66,12,4,Not too happy,Good,Retired,Strong republican
2024,Widowed,61,14,0,Pretty happy,Fair,"Unemployed, laid off, looking for work",Strong republican
2024,Never married,55,14,0,Pretty happy,Fair,Working full time,"Independent, close to republican"
2024,Married,41,16,2,Pretty happy,Good,Working full time,Strong republican
2024,Married,39,6,2,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,74,12,2,Pretty happy,Good,Retired,Strong republican
2024,Married,34,9,3,Pretty happy,Good,Working full time,"Independent, close to republican"
2024,Married,74,12,2,Pretty happy,Good,Retired,"Independent (neither, no response)"
2024,Married,69,16,3,Pretty happy,Excellent,Retired,"Independent, close to republican"
2024,Never married,26,12,1,Very happy,Good,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Widowed,75,12,3,Pretty happy,Fair,Keeping house,Strong republican
2024,Married,76,19,2,Pretty happy,Good,Retired,"Independent, close to republican"
2024,Married,23,16,0,Not too happy,Excellent,Working full time,Not very strong republican
2024,Married,69,12,4,Pretty happy,Good,Retired,Strong republican
2024,Widowed,74,15,2,Pretty happy,Fair,Retired,Strong republican
2024,Married,34,20,1,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,18,12,0,Pretty happy,Good,Working part time,Strong democrat
2024,Married,69,20,2,Pretty happy,Good,Retired,Strong republican
2024,Married,36,12,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,41,14,1,Pretty happy,Good,Working full time,Not very strong republican
2024,Married,41,20,2,Pretty happy,Excellent,"With a job, but not at work because of temporary illness, vacation, strike","Independent (neither, no response)"
2024,Married,39,12,2,Pretty happy,Good,Working full time,Strong republican
2024,Divorced,49,14,2,Pretty happy,Good,Working full time,"Independent, close to republican"
2024,Married,71,18,2,Very happy,Good,Retired,Strong democrat
2024,Divorced,52,14,3,Pretty happy,Good,Working full time,Strong republican
2024,Married,43,16,2,Pretty happy,Excellent,Working full time,Strong democrat
2024,Married,69,16,3,Very happy,Excellent,Retired,Strong republican
2024,Married,35,12,0,Pretty happy,Good,Working full time,Strong republican
2024,Widowed,57,10,2,Pretty happy,Good,"Unemployed, laid off, looking for work","Independent, close to democrat"
2024,Married,72,12,4,Pretty happy,Good,Retired,"Independent (neither, no response)"
2024,Married,31,16,0,Pretty happy,Good,Working full time,Other party
2024,Married,NA,12,0,Not too happy,Good,Working full time,Strong republican
2024,Divorced,52,17,4,Not too happy,Fair,"Unemployed, laid off, looking for work",Strong republican
2024,Married,70,12,2,Very happy,Good,Retired,Strong democrat
2024,Never married,47,12,1,Pretty happy,Good,Working full time,Not very strong republican
2024,Married,65,13,1,Pretty happy,Fair,Working part time,Not very strong republican
2024,Married,85,19,2,Very happy,Good,Working full time,"Independent, close to republican"
2024,Divorced,65,18,3,Not too happy,Good,Retired,Strong republican
2024,Married,47,12,4,Very happy,Good,Working full time,Strong republican
2024,Never married,27,17,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,33,12,1,Very happy,Good,"Unemployed, laid off, looking for work",Strong republican
2024,Never married,42,16,2,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,64,12,0,Pretty happy,Poor,Retired,Strong republican
2024,Married,58,12,3,Pretty happy,Poor,"Unemployed, laid off, looking for work",Strong republican
2024,Divorced,53,12,2,Not too happy,Fair,Working full time,"Independent (neither, no response)"
2024,Widowed,66,16,2,Pretty happy,Excellent,Retired,Not very strong democrat
2024,Widowed,63,15,2,Pretty happy,Good,Retired,Not very strong democrat
2024,Divorced,48,13,2,Pretty happy,Fair,Working full time,"Independent, close to democrat"
2024,Widowed,89,19,4,Pretty happy,Good,Retired,Strong republican
2024,Married,78,16,4,Pretty happy,Fair,Retired,Strong democrat
2024,Married,41,16,2,Pretty happy,Good,Keeping house,Not very strong democrat
2024,Married,42,18,0,Pretty happy,Excellent,Working full time,"Independent, close to republican"
2024,Never married,29,18,0,Pretty happy,Good,Working full time,Not very strong republican
2024,Married,65,16,0,Pretty happy,Fair,Retired,Strong republican
2024,Divorced,67,14,1,Pretty happy,Fair,Retired,"Independent (neither, no response)"
2024,Never married,62,19,0,Very happy,Good,Other,"Independent, close to democrat"
2024,Divorced,46,14,0,Pretty happy,Good,Working full time,"Independent, close to republican"
2024,Divorced,52,17,1,Not too happy,Good,Keeping house,Strong democrat
2024,Married,75,14,2,Very happy,Good,Retired,"Independent (neither, no response)"
2024,Widowed,76,10,5,Pretty happy,Fair,Retired,"Independent, close to republican"
2024,Divorced,38,12,3,Pretty happy,Fair,Other,Strong republican
2024,Married,72,12,1,Very happy,Good,Retired,Strong democrat
2024,Married,77,20,3,Pretty happy,Fair,Retired,Strong democrat
2024,Married,61,17,3,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Married,38,16,0,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Never married,52,16,1,Pretty happy,Good,Working full time,Strong democrat
2024,Widowed,64,16,1,Pretty happy,Excellent,Working full time,"Independent, close to democrat"
2024,Never married,42,12,2,Pretty happy,Fair,Working part time,Not very strong democrat
2024,Married,31,19,0,Very happy,Excellent,Working full time,Not very strong democrat
2024,Married,54,13,2,Not too happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Never married,41,17,0,Pretty happy,Good,Working full time,Strong democrat
2024,Married,29,20,3,Pretty happy,Fair,In school,"Independent, close to democrat"
2024,Never married,48,12,0,Pretty happy,Good,"With a job, but not at work because of temporary illness, vacation, strike",Strong democrat
2024,Never married,35,12,4,Pretty happy,Fair,Working full time,Not very strong republican
2024,Widowed,85,16,5,Pretty happy,Fair,Retired,"Independent, close to democrat"
2024,Widowed,62,12,3,Not too happy,Fair,Retired,Strong republican
2024,Divorced,52,13,1,Pretty happy,Fair,Working full time,Not very strong republican
2024,Married,64,13,2,Pretty happy,Good,Working full time,Strong republican
2024,Divorced,62,12,1,Pretty happy,Fair,Other,"Independent, close to republican"
2024,Divorced,30,11,3,Pretty happy,Fair,Keeping house,"Independent (neither, no response)"
2024,Widowed,89,18,4,Pretty happy,Fair,Retired,Strong republican
2024,Married,55,15,2,Pretty happy,Good,Working part time,Strong democrat
2024,Widowed,67,12,0,Not too happy,Fair,Retired,"Independent (neither, no response)"
2024,Never married,32,18,0,Pretty happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Widowed,60,14,6,Not too happy,Fair,Keeping house,"Independent (neither, no response)"
2024,Married,43,16,2,Pretty happy,Excellent,Working full time,Not very strong republican
2024,Married,66,12,3,Pretty happy,Excellent,Retired,"Independent (neither, no response)"
2024,Married,62,16,4,Pretty happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Married,46,12,3,NA,Good,Working full time,"Independent (neither, no response)"
2024,Widowed,71,0,0,Not too happy,Fair,Retired,"Independent (neither, no response)"
2024,Married,35,9,2,Pretty happy,Good,Working full time,Not very strong democrat
2024,Never married,20,14,0,Pretty happy,Excellent,In school,Strong democrat
2024,Divorced,89,8,5,Pretty happy,Fair,Retired,"Independent (neither, no response)"
2024,Married,63,14,0,Pretty happy,Good,"With a job, but not at work because of temporary illness, vacation, strike","Independent (neither, no response)"
2024,Divorced,80,14,2,Pretty happy,Fair,Retired,Other party
2024,Widowed,61,18,2,Pretty happy,Good,Working full time,Strong democrat
2024,Never married,31,16,2,Pretty happy,Good,Working full time,Strong republican
2024,Never married,26,18,0,Not too happy,Good,"Unemployed, laid off, looking for work","Independent, close to democrat"
2024,Married,72,18,0,Pretty happy,Fair,Retired,Not very strong democrat
2024,Married,34,16,2,Very happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Divorced,57,18,2,Pretty happy,Excellent,Working part time,Strong democrat
2024,Married,66,12,1,Pretty happy,Good,Working full time,Strong republican
2024,Never married,35,17,0,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Divorced,61,14,2,Pretty happy,Good,Working full time,"Independent, close to republican"
2024,Married,49,14,0,Pretty happy,Excellent,Working full time,Not very strong democrat
2024,Divorced,65,17,1,Pretty happy,Excellent,Working full time,Not very strong republican
2024,Married,30,20,0,Pretty happy,Fair,Working full time,Strong republican
2024,Widowed,37,18,0,Not too happy,Excellent,Working full time,"Independent, close to republican"
2024,Married,66,12,0,Not too happy,Good,Retired,Strong republican
2024,Married,33,16,1,Pretty happy,Good,Working full time,Strong republican
2024,Married,47,12,4,Very happy,Good,Working full time,Strong republican
2024,Never married,67,18,0,Very happy,Excellent,Retired,Not very strong republican
2024,Divorced,24,12,1,Pretty happy,Good,Working full time,Not very strong republican
2024,Married,66,12,3,Pretty happy,Fair,Keeping house,Strong republican
2024,Married,69,14,3,Very happy,Good,Retired,Not very strong republican
2024,Married,69,12,6,Very happy,Fair,Other,"Independent (neither, no response)"
2024,Married,63,20,1,Very happy,Fair,Retired,"Independent, close to democrat"
2024,Never married,18,12,0,Pretty happy,Fair,Working part time,"Independent (neither, no response)"
2024,Divorced,28,12,3,Pretty happy,Fair,Working full time,Not very strong republican
2024,Married,82,14,3,Very happy,Good,Retired,Not very strong republican
2024,Married,43,15,3,Pretty happy,Good,Working full time,Not very strong democrat
2024,Divorced,46,13,6,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,19,13,0,Not too happy,Good,In school,Not very strong democrat
2024,Married,74,12,2,Pretty happy,Good,Retired,Not very strong republican
2024,Married,84,16,2,Very happy,Good,Retired,Strong republican
2024,Separated,63,12,2,Not too happy,Fair,Retired,"Independent (neither, no response)"
2024,Separated,31,0,2,Pretty happy,Excellent,Working part time,"Independent (neither, no response)"
2024,Married,30,12,1,Pretty happy,Good,Keeping house,"Independent (neither, no response)"
2024,Never married,34,12,1,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,25,12,0,Pretty happy,Fair,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Never married,29,12,2,Pretty happy,Fair,Other,Strong democrat
2024,Divorced,57,11,2,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,29,12,0,Not too happy,Good,"Unemployed, laid off, looking for work",Other party
2024,Married,34,12,2,Not too happy,Fair,Working part time,"Independent (neither, no response)"
2024,Divorced,39,12,2,Pretty happy,Fair,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Married,40,14,1,Pretty happy,Good,Keeping house,Strong republican
2024,Married,58,12,1,Not too happy,Fair,Other,Not very strong republican
2024,Married,73,13,2,Very happy,Good,Retired,Strong republican
2024,Married,54,12,4,Not too happy,Fair,Working part time,"Independent, close to democrat"
2024,Married,55,16,4,Very happy,Good,Working part time,Strong republican
2024,Married,32,12,2,Not too happy,Fair,Working full time,Strong republican
2024,Never married,76,17,0,Not too happy,Good,Retired,"Independent (neither, no response)"
2024,Never married,19,12,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,49,11,3,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,40,9,2,Not too happy,Fair,Other,"Independent, close to republican"
2024,Divorced,78,18,4,Pretty happy,Poor,Retired,Other party
2024,Married,46,17,1,Very happy,Good,Working full time,Not very strong democrat
2024,Never married,28,16,0,Pretty happy,Good,Working full time,Strong democrat
2024,Never married,41,15,3,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,45,10,1,NA,Poor,Working part time,Strong republican
2024,Divorced,31,19,0,Very happy,Good,Working full time,Strong democrat
2024,Never married,67,8,2,Pretty happy,Fair,Other,"Independent, close to democrat"
2024,Never married,58,14,8,Pretty happy,Good,Working part time,"Independent (neither, no response)"
2024,Never married,67,16,0,Pretty happy,Fair,Retired,"Independent, close to republican"
2024,Married,45,15,1,Very happy,Good,Other,Strong republican
2024,Married,38,8,5,Not too happy,Fair,Keeping house,"Independent (neither, no response)"
2024,Widowed,89,16,2,Pretty happy,Good,Retired,Not very strong republican
2024,Never married,34,18,0,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Married,52,16,2,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Never married,69,12,0,Pretty happy,Fair,Retired,Strong democrat
2024,Married,42,16,2,Very happy,Good,Working full time,Not very strong democrat
2024,Married,53,20,2,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Divorced,43,12,2,Pretty happy,Excellent,Working full time,"Independent, close to republican"
2024,Divorced,63,12,1,Pretty happy,Fair,Keeping house,"Independent (neither, no response)"
2024,Married,63,19,0,Pretty happy,Excellent,Retired,"Independent, close to republican"
2024,Divorced,68,18,2,Pretty happy,Good,Working part time,"Independent (neither, no response)"
2024,Married,74,16,2,Very happy,Fair,Retired,Strong republican
2024,Married,48,13,4,Very happy,Good,Working full time,Strong republican
2024,Divorced,63,12,0,NA,Good,Retired,Not very strong republican
2024,Married,61,16,2,Pretty happy,Good,Working full time,Not very strong democrat
2024,Separated,56,13,3,NA,Fair,Other,Other party
2024,Never married,19,12,0,Pretty happy,Excellent,Working full time,Strong republican
2024,Divorced,57,12,2,Pretty happy,Good,Working full time,Strong republican
2024,Divorced,57,12,0,Pretty happy,Excellent,Working full time,Not very strong republican
2024,Widowed,80,12,2,Pretty happy,Good,Retired,Other party
2024,Never married,27,18,0,Very happy,Good,Working full time,Strong democrat
2024,Married,46,20,1,Pretty happy,Excellent,Working part time,Not very strong democrat
2024,Married,67,17,2,Pretty happy,Good,Working part time,Strong republican
2024,Married,70,16,2,Not too happy,Fair,Retired,Strong republican
2024,Married,78,19,1,Pretty happy,Excellent,Working part time,Strong democrat
2024,Married,77,20,2,Very happy,Good,Retired,Not very strong democrat
2024,Married,77,14,0,Very happy,Excellent,Retired,Strong democrat
2024,Married,56,19,2,Pretty happy,Good,Keeping house,Not very strong democrat
2024,Married,62,19,2,Very happy,Excellent,Retired,Strong republican
2024,Divorced,48,12,6,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,70,14,2,Pretty happy,Excellent,Retired,Strong republican
2024,Married,54,16,3,Not too happy,Excellent,Working full time,Not very strong democrat
2024,Married,77,16,2,Pretty happy,Good,Retired,"Independent, close to democrat"
2024,Divorced,89,16,2,Pretty happy,Good,Retired,Strong republican
2024,Divorced,64,19,0,Not too happy,Excellent,Working full time,Strong democrat
2024,Married,53,12,2,Pretty happy,Excellent,Working full time,Strong democrat
2024,Widowed,73,12,2,Pretty happy,Good,Retired,"Independent, close to republican"
2024,Divorced,70,20,2,Pretty happy,Excellent,Retired,Strong democrat
2024,Widowed,79,14,2,Pretty happy,Good,Retired,Not very strong republican
2024,Married,43,18,0,Very happy,Good,Working full time,Strong democrat
2024,Married,57,12,2,Very happy,Good,Retired,Not very strong republican
2024,Married,67,17,2,Not too happy,Good,Working part time,"Independent (neither, no response)"
2024,Widowed,89,14,4,Not too happy,Good,Retired,"Independent, close to republican"
2024,Divorced,35,11,2,Not too happy,Poor,"Unemployed, laid off, looking for work",Strong republican
2024,Divorced,60,6,4,Pretty happy,Fair,Working full time,"Independent, close to democrat"
2024,Never married,33,14,0,Pretty happy,Excellent,Working full time,Not very strong republican
2024,Divorced,62,14,1,Pretty happy,Fair,Retired,"Independent (neither, no response)"
2024,Married,76,14,1,Pretty happy,Excellent,Retired,Strong republican
2024,Divorced,51,14,2,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Widowed,78,13,4,Not too happy,Excellent,Retired,Strong republican
2024,Married,37,13,2,Pretty happy,Good,Working full time,Not very strong republican
2024,Married,27,12,1,Very happy,Excellent,"With a job, but not at work because of temporary illness, vacation, strike",Not very strong republican
2024,Married,34,8,4,Very happy,Fair,"Unemployed, laid off, looking for work","Independent, close to democrat"
2024,Married,71,12,2,Pretty happy,Good,Retired,"Independent (neither, no response)"
2024,Never married,62,12,0,Pretty happy,Poor,Other,NA
2024,Never married,23,14,0,Pretty happy,Good,Working full time,Not very strong republican
2024,Married,34,12,1,Pretty happy,Poor,Working full time,Strong republican
2024,Never married,44,NA,0,Not too happy,Fair,Working full time,"Independent (neither, no response)"
2024,Widowed,60,15,0,Pretty happy,Excellent,Retired,"Independent, close to republican"
2024,Never married,25,12,0,Not too happy,Good,Working full time,"Independent (neither, no response)"
2024,Divorced,75,17,0,Pretty happy,Excellent,Working full time,"Independent, close to republican"
2024,Married,51,11,2,Pretty happy,Good,Working full time,Strong republican
2024,Married,58,12,2,Very happy,Good,Working full time,Strong republican
2024,Never married,30,14,0,Not too happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Married,59,14,1,Not too happy,Good,Other,"Independent, close to republican"
2024,Married,65,15,1,Not too happy,Good,Retired,Not very strong republican
2024,Never married,61,0,0,Not too happy,Good,Working full time,Not very strong republican
2024,Married,68,17,3,Pretty happy,Good,Working part time,"Independent, close to democrat"
2024,Never married,64,14,0,Not too happy,Fair,Working full time,Strong republican
2024,Divorced,42,12,5,Pretty happy,Excellent,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Married,NA,15,1,Pretty happy,Good,Working full time,"Independent, close to republican"
2024,Never married,26,15,0,Not too happy,Good,Working full time,"Independent (neither, no response)"
2024,Divorced,NA,15,NA,Not too happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,27,15,1,Very happy,Excellent,In school,"Independent (neither, no response)"
2024,Separated,60,13,2,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Married,25,17,0,Pretty happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Married,32,15,1,Pretty happy,Excellent,Working full time,"Independent, close to republican"
2024,Married,48,12,4,NA,Good,Working full time,Other party
2024,Widowed,85,12,2,Pretty happy,Good,Retired,"Independent (neither, no response)"
2024,Married,45,14,1,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,NA,20,1,Pretty happy,Good,Retired,Not very strong democrat
2024,Married,64,17,0,Very happy,Fair,Retired,Strong democrat
2024,Never married,73,12,0,Pretty happy,Good,Retired,"Independent (neither, no response)"
2024,Never married,69,16,0,Pretty happy,Good,Working full time,Strong democrat
